var1,user_id,age,gender,device_type,time_on_site,pages_viewed,previous_purchases,cart_items,discount_seen,ad_clicked,returning_user,avg_session_time,bounce_rate,purchase
3235,3236.0,42.0,Male,Desktop,17.22,11.0,,6.0,1.0,1.0,1.0,18.21,18.69,1.0
3236,3237.0,19.0,Female,Mobile,19.24,9.0,9.0,6.0,1.0,0.0,1.0,21.64,42.4,1.0
3237,3238.0,31.0,Female,Mobile,2.01,5.0,0.0,0.0,1.0,0.0,1.0,1.0,47.1,0.0
3238,3239.0,,Male,Tablet,5.52,8.0,7.0,0.0,0.0,0.0,1.0,11.15,72.49,0.0
3239,3240.0,28.0,Female,Tablet,16.43,1.0,2.0,0.0,0.0,0.0,0.0,6.31,69.36,0.0
3240,3241.0,40.0,Male,Desktop,16.83,9.0,5.0,7.0,0.0,1.0,1.0,13.7,35.18,1.0
3241,3242.0,26.0,Male,Mobile,27.84,14.0,3.0,6.0,1.0,0.0,0.0,,19.52,1.0
3242,3243.0,20.0,Male,Mobile,17.26,2.0,7.0,0.0,0.0,0.0,1.0,8.55,53.17,0.0
3243,3244.0,23.0,Female,,15.38,4.0,0.0,0.0,0.0,0.0,0.0,8.86,89.07,0.0
3244,3245.0,35.0,Male,Desktop,13.55,3.0,0.0,0.0,0.0,0.0,0.0,3.37,74.92,0.0
3245,3246.0,39.0,Male,Mobile,18.23,17.0,11.0,4.0,1.0,1.0,0.0,22.11,33.85,1.0
3246,3247.0,26.0,Female,Mobile,14.6,18.0,5.0,5.0,0.0,0.0,0.0,21.52,48.62,1.0
3247,3248.0,18.0,Male,Mobile,20.56,13.0,11.0,5.0,0.0,0.0,1.0,28.18,36.47,1.0
3248,3249.0,35.0,Male,Mobile,17.74,1.0,2.0,3.0,1.0,1.0,1.0,1.0,99.0,0.0
3249,3250.0,24.0,Male,Mobile,13.48,5.0,0.0,2.0,1.0,0.0,0.0,8.87,56.93,0.0
3250,3251.0,30.0,Female,Tablet,10.61,5.0,5.0,2.0,0.0,0.0,0.0,6.36,91.08,0.0
3251,3252.0,30.0,Male,Desktop,20.27,15.0,11.0,6.0,1.0,1.0,0.0,18.76,9.52,1.0
3252,3253.0,24.0,Female,Mobile,3.66,6.0,5.0,3.0,1.0,0.0,1.0,13.07,91.63,0.0
3253,3254.0,52.0,Female,Desktop,16.39,16.0,11.0,5.0,1.0,1.0,0.0,16.5,1.0,1.0
3254,,18.0,Male,Mobile,17.65,13.0,11.0,8.0,1.0,0.0,0.0,10.92,31.46,1.0
3255,3256.0,39.0,Female,Desktop,21.34,9.0,6.0,7.0,1.0,1.0,0.0,,16.7,1.0
3256,3257.0,40.0,Male,Mobile,13.07,4.0,2.0,0.0,0.0,0.0,0.0,10.84,50.87,0.0
3257,3258.0,29.0,Male,Mobile,16.5,14.0,13.0,4.0,0.0,1.0,1.0,24.12,1.0,1.0
3258,3259.0,29.0,Male,Mobile,14.22,4.0,4.0,9.0,1.0,0.0,1.0,19.59,23.51,1.0
3259,3260.0,54.0,Male,Mobile,5.59,10.0,3.0,0.0,0.0,0.0,1.0,24.53,95.73,0.0
3260,3261.0,38.0,Male,Desktop,30.0,10.0,10.0,7.0,1.0,1.0,0.0,11.12,46.73,1.0
3261,3262.0,46.0,Female,Mobile,17.02,,9.0,9.0,1.0,1.0,1.0,19.9,55.04,1.0
3262,3263.0,37.0,Female,Tablet,24.83,11.0,8.0,7.0,1.0,1.0,0.0,14.1,27.99,1.0
3263,3264.0,33.0,Female,Mobile,26.42,8.0,13.0,6.0,1.0,0.0,1.0,25.47,1.0,1.0
3264,3265.0,49.0,Male,Mobile,15.25,7.0,1.0,0.0,0.0,,1.0,12.49,30.73,0.0
3265,3266.0,37.0,Female,Desktop,19.84,6.0,5.0,5.0,1.0,0.0,1.0,8.71,49.95,1.0
3266,3267.0,54.0,Female,Mobile,18.51,13.0,0.0,7.0,1.0,1.0,0.0,10.67,66.24,1.0
3267,3268.0,19.0,Male,Mobile,2.93,4.0,2.0,4.0,1.0,0.0,1.0,,97.76,0.0
3268,3269.0,56.0,Female,,1.0,11.0,4.0,0.0,1.0,,0.0,4.67,57.91,0.0
3269,3270.0,30.0,Male,Mobile,11.83,3.0,4.0,1.0,,0.0,1.0,1.0,,0.0
3270,3271.0,27.0,Male,Mobile,15.88,6.0,11.0,8.0,1.0,1.0,0.0,6.87,1.0,1.0
3271,3272.0,18.0,Male,Mobile,27.46,14.0,5.0,,1.0,0.0,0.0,17.58,21.78,1.0
3272,3273.0,44.0,Female,Mobile,7.42,8.0,2.0,0.0,0.0,0.0,0.0,19.52,65.64,0.0
3273,3274.0,27.0,Male,Desktop,12.21,9.0,3.0,0.0,0.0,0.0,0.0,6.58,52.45,0.0
3274,,30.0,Female,Mobile,8.16,2.0,4.0,1.0,0.0,1.0,1.0,12.27,75.55,0.0
3275,3276.0,38.0,Male,Desktop,9.01,5.0,6.0,1.0,0.0,0.0,1.0,5.53,57.15,0.0
3276,3277.0,24.0,Male,Desktop,8.01,6.0,0.0,0.0,1.0,0.0,0.0,6.27,37.51,0.0
3277,3278.0,29.0,Male,Desktop,20.82,14.0,5.0,3.0,1.0,1.0,1.0,13.84,1.0,1.0
3278,3279.0,47.0,Female,Desktop,15.44,12.0,5.0,8.0,1.0,1.0,1.0,24.38,1.0,1.0
3279,3280.0,39.0,Male,Tablet,6.88,7.0,0.0,0.0,0.0,0.0,0.0,3.75,36.55,0.0
3280,3281.0,18.0,Male,Mobile,26.46,15.0,10.0,6.0,1.0,1.0,1.0,1.57,46.34,1.0
3281,3282.0,35.0,Female,Mobile,17.28,8.0,4.0,5.0,1.0,1.0,0.0,17.0,72.7,1.0
3282,3283.0,31.0,Female,Desktop,8.1,8.0,1.0,2.0,0.0,0.0,0.0,23.71,64.62,0.0
3283,3284.0,55.0,Male,Desktop,6.8,8.0,4.0,2.0,0.0,0.0,0.0,8.19,79.13,0.0
3284,3285.0,36.0,Male,Tablet,26.1,15.0,12.0,3.0,1.0,1.0,1.0,23.54,4.56,1.0
3285,3286.0,38.0,Female,Mobile,22.28,9.0,11.0,6.0,1.0,1.0,1.0,14.33,25.7,1.0
3286,3287.0,18.0,Male,Mobile,25.24,11.0,11.0,4.0,0.0,1.0,1.0,21.82,26.04,1.0
3287,3288.0,,Female,Mobile,10.0,3.0,0.0,5.0,0.0,1.0,0.0,20.14,99.0,0.0
3288,3289.0,46.0,Female,Mobile,10.33,5.0,0.0,0.0,0.0,0.0,1.0,18.85,80.03,0.0
3289,3290.0,29.0,Male,Mobile,20.12,10.0,6.0,5.0,1.0,0.0,1.0,,49.84,1.0
3290,3291.0,45.0,Male,Desktop,23.35,11.0,7.0,4.0,0.0,0.0,1.0,11.55,45.25,1.0
3291,3292.0,38.0,Male,Mobile,18.69,5.0,5.0,0.0,0.0,0.0,0.0,1.76,69.05,0.0
3292,3293.0,33.0,Male,Mobile,24.84,9.0,5.0,5.0,0.0,1.0,0.0,15.47,14.68,1.0
3293,,19.0,Male,Mobile,7.39,4.0,1.0,1.0,0.0,0.0,0.0,1.0,84.18,0.0
3294,3295.0,29.0,Male,Mobile,11.71,1.0,3.0,3.0,0.0,0.0,0.0,8.27,43.73,0.0
3295,3296.0,32.0,Female,Desktop,22.42,12.0,9.0,6.0,0.0,1.0,1.0,18.53,22.97,1.0
3296,3297.0,23.0,Male,Mobile,7.5,8.0,3.0,1.0,0.0,0.0,0.0,7.6,99.0,0.0
3297,3298.0,29.0,Female,Desktop,22.3,7.0,7.0,3.0,1.0,,1.0,13.88,23.52,1.0
3298,3299.0,18.0,Male,Mobile,22.51,19.0,10.0,8.0,0.0,0.0,1.0,14.05,21.86,1.0
3299,3300.0,33.0,Male,Desktop,6.07,8.0,4.0,0.0,0.0,0.0,0.0,5.58,63.5,0.0
3300,3301.0,34.0,Male,Mobile,20.72,11.0,11.0,7.0,1.0,1.0,0.0,27.53,55.29,1.0
3301,3302.0,35.0,Male,Mobile,2.34,4.0,7.0,1.0,1.0,0.0,0.0,5.73,62.16,0.0
3302,3303.0,18.0,Male,Mobile,5.74,8.0,0.0,1.0,0.0,0.0,0.0,1.0,83.65,0.0
3303,3304.0,47.0,Male,Mobile,21.97,13.0,10.0,9.0,0.0,0.0,0.0,13.91,1.0,1.0
3304,3305.0,18.0,Male,Mobile,23.82,18.0,10.0,6.0,1.0,1.0,1.0,14.61,41.26,1.0
3305,3306.0,36.0,Male,Tablet,26.8,10.0,10.0,4.0,0.0,0.0,0.0,24.73,34.58,1.0
3306,3307.0,18.0,Male,Tablet,12.47,11.0,12.0,4.0,0.0,0.0,,,27.98,1.0
3307,3308.0,37.0,Male,Mobile,20.04,10.0,3.0,7.0,1.0,0.0,1.0,13.43,33.22,1.0
3308,3309.0,33.0,Male,Mobile,13.19,10.0,4.0,5.0,1.0,0.0,0.0,16.56,46.74,1.0
3309,3310.0,38.0,Male,Desktop,12.98,11.0,10.0,8.0,1.0,1.0,0.0,18.65,36.18,1.0
3310,3311.0,42.0,Female,Mobile,9.65,3.0,0.0,0.0,0.0,0.0,0.0,6.39,95.3,0.0
3311,3312.0,55.0,Male,Mobile,5.71,5.0,0.0,0.0,0.0,0.0,0.0,8.66,70.85,0.0
3312,3313.0,36.0,Female,Mobile,21.74,5.0,0.0,0.0,1.0,1.0,0.0,2.78,53.26,0.0
3313,3314.0,36.0,Male,Mobile,16.27,11.0,5.0,4.0,1.0,1.0,1.0,11.66,16.38,1.0
3314,3315.0,42.0,Male,Desktop,17.33,5.0,9.0,4.0,0.0,0.0,0.0,19.64,56.11,1.0
3315,3316.0,44.0,Female,Mobile,14.67,6.0,5.0,0.0,0.0,0.0,1.0,7.84,52.4,0.0
3316,3317.0,42.0,Female,Desktop,13.69,12.0,10.0,7.0,1.0,1.0,1.0,23.57,,1.0
3317,3318.0,26.0,Female,Mobile,14.38,18.0,9.0,,1.0,1.0,0.0,29.05,38.29,1.0
3318,3319.0,28.0,Male,Mobile,3.14,6.0,3.0,0.0,1.0,0.0,0.0,3.12,62.06,0.0
3319,3320.0,38.0,Female,Mobile,15.04,6.0,8.0,0.0,0.0,0.0,0.0,1.0,29.23,0.0
3320,3321.0,50.0,,Desktop,1.0,4.0,0.0,0.0,0.0,0.0,1.0,13.14,75.49,0.0
3321,3322.0,41.0,Female,Mobile,21.04,16.0,8.0,7.0,1.0,1.0,1.0,25.6,29.81,1.0
3322,3323.0,18.0,Female,Mobile,4.26,9.0,6.0,2.0,0.0,1.0,0.0,1.0,51.34,0.0
3323,3324.0,35.0,Male,Mobile,6.25,4.0,0.0,4.0,,1.0,1.0,6.92,76.43,0.0
3324,3325.0,50.0,Male,Mobile,10.06,4.0,1.0,0.0,0.0,0.0,1.0,10.59,59.94,0.0
3325,3326.0,59.0,,Mobile,5.87,1.0,5.0,5.0,0.0,1.0,0.0,13.95,35.02,0.0
3326,3327.0,42.0,Male,Mobile,1.0,9.0,3.0,0.0,1.0,0.0,0.0,13.23,58.73,0.0
3327,3328.0,52.0,Male,Tablet,13.3,10.0,6.0,9.0,1.0,1.0,1.0,21.27,23.35,1.0
3328,3329.0,52.0,Female,Mobile,24.73,16.0,7.0,7.0,1.0,1.0,0.0,32.24,22.6,1.0
3329,,57.0,Male,Mobile,12.04,1.0,0.0,2.0,0.0,0.0,1.0,14.56,84.71,0.0
3330,3331.0,42.0,Male,Mobile,10.86,7.0,5.0,3.0,0.0,1.0,1.0,5.52,99.0,0.0
3331,3332.0,27.0,Male,Mobile,14.77,3.0,0.0,,1.0,0.0,1.0,2.48,97.64,0.0
3332,3333.0,31.0,Male,Mobile,14.29,12.0,6.0,6.0,0.0,0.0,1.0,28.98,20.77,1.0
3333,3334.0,18.0,Male,Mobile,13.25,12.0,6.0,5.0,1.0,0.0,1.0,16.8,15.83,1.0
3334,3335.0,40.0,Male,Mobile,6.12,5.0,0.0,0.0,0.0,0.0,1.0,1.0,75.95,0.0
3335,3336.0,26.0,,Desktop,6.41,3.0,4.0,0.0,0.0,0.0,1.0,9.74,79.37,0.0
3336,3337.0,29.0,Male,Mobile,16.88,6.0,5.0,0.0,1.0,0.0,1.0,12.3,59.78,0.0
3337,3338.0,18.0,Male,Mobile,,2.0,4.0,0.0,0.0,0.0,0.0,15.31,40.34,0.0
3338,3339.0,45.0,Male,Desktop,12.87,8.0,5.0,0.0,0.0,0.0,1.0,11.99,,0.0
3339,3340.0,32.0,Female,Mobile,5.55,3.0,0.0,0.0,0.0,0.0,0.0,12.73,33.15,0.0
3340,3341.0,40.0,Male,Tablet,5.15,5.0,10.0,0.0,0.0,0.0,0.0,1.29,63.22,0.0
3341,3342.0,49.0,Female,Mobile,16.64,3.0,11.0,2.0,1.0,0.0,0.0,10.28,80.73,0.0
3342,3343.0,37.0,Female,Mobile,16.36,5.0,7.0,0.0,0.0,1.0,0.0,11.45,76.47,0.0
3343,,29.0,Female,Tablet,27.28,15.0,14.0,7.0,0.0,1.0,1.0,28.78,12.98,1.0
3344,3345.0,37.0,Female,Mobile,20.65,14.0,10.0,7.0,1.0,1.0,0.0,18.38,59.61,1.0
3345,3346.0,36.0,Female,Mobile,12.29,12.0,2.0,0.0,1.0,0.0,1.0,14.99,55.21,0.0
3346,3347.0,35.0,Male,Desktop,19.66,13.0,7.0,6.0,1.0,1.0,1.0,15.6,25.7,1.0
3347,3348.0,34.0,Male,Mobile,19.18,8.0,10.0,6.0,1.0,1.0,0.0,8.72,31.06,1.0
3348,3349.0,43.0,Female,Mobile,7.22,11.0,4.0,6.0,1.0,0.0,1.0,21.67,42.41,1.0
3349,3350.0,39.0,Female,Mobile,20.14,9.0,5.0,3.0,1.0,1.0,1.0,12.82,38.7,1.0
3350,,34.0,Female,Desktop,18.84,13.0,7.0,6.0,1.0,0.0,0.0,14.32,18.33,1.0
3351,3352.0,47.0,Male,Desktop,15.96,15.0,13.0,7.0,0.0,1.0,1.0,24.82,34.07,1.0
3352,3353.0,50.0,Female,Mobile,3.34,3.0,3.0,1.0,0.0,1.0,1.0,7.27,62.46,0.0
3353,3354.0,45.0,Male,Mobile,17.66,14.0,1.0,4.0,1.0,1.0,0.0,20.76,73.99,1.0
3354,3355.0,38.0,,Mobile,17.1,13.0,5.0,4.0,1.0,1.0,0.0,14.69,13.91,1.0
3355,3356.0,18.0,Male,Tablet,28.45,14.0,8.0,8.0,1.0,0.0,1.0,14.95,48.02,1.0
3356,3357.0,29.0,Female,Desktop,14.72,,0.0,0.0,0.0,0.0,1.0,22.62,87.72,0.0
3357,3358.0,33.0,Male,Mobile,18.85,14.0,9.0,9.0,1.0,1.0,1.0,16.9,42.81,1.0
3358,3359.0,,Male,Desktop,16.06,3.0,1.0,0.0,0.0,0.0,1.0,13.17,97.09,0.0
3359,3360.0,20.0,Female,Mobile,13.65,9.0,1.0,3.0,0.0,0.0,0.0,12.42,95.85,0.0
3360,3361.0,25.0,Female,Tablet,13.17,10.0,4.0,2.0,1.0,0.0,0.0,4.42,65.92,0.0
3361,3362.0,34.0,Female,Mobile,16.6,,9.0,6.0,1.0,0.0,1.0,21.57,31.45,1.0
3362,3363.0,26.0,Male,Tablet,12.1,5.0,3.0,1.0,1.0,1.0,1.0,7.12,79.14,0.0
3363,3364.0,,Male,Desktop,19.22,17.0,11.0,7.0,1.0,1.0,1.0,22.05,49.49,1.0
3364,3365.0,47.0,Male,Desktop,16.59,4.0,0.0,0.0,0.0,1.0,1.0,15.8,81.28,0.0
3365,3366.0,48.0,Female,Mobile,1.0,1.0,2.0,4.0,0.0,0.0,0.0,3.47,99.0,0.0
3366,3367.0,23.0,Male,Desktop,12.09,14.0,13.0,8.0,1.0,0.0,1.0,15.37,20.92,1.0
3367,3368.0,35.0,Female,Desktop,25.17,12.0,9.0,7.0,0.0,0.0,1.0,24.27,73.27,1.0
3368,3369.0,34.0,Male,Mobile,22.28,19.0,5.0,7.0,1.0,0.0,1.0,22.19,5.77,1.0
3369,3370.0,45.0,Male,Mobile,9.63,9.0,0.0,1.0,1.0,0.0,1.0,11.27,82.73,0.0
3370,3371.0,22.0,Male,,23.73,16.0,5.0,7.0,,0.0,1.0,22.89,9.52,1.0
3371,3372.0,41.0,Male,Mobile,1.0,5.0,3.0,1.0,0.0,1.0,0.0,16.26,84.84,0.0
3372,3373.0,38.0,Female,Mobile,12.29,16.0,6.0,7.0,0.0,1.0,1.0,21.65,79.85,1.0
3373,3374.0,29.0,Male,Desktop,20.43,8.0,4.0,3.0,1.0,0.0,0.0,1.0,61.08,0.0
3374,3375.0,34.0,Male,Desktop,8.24,4.0,4.0,2.0,0.0,1.0,0.0,1.9,51.3,0.0
3375,3376.0,38.0,Female,Mobile,14.8,2.0,6.0,6.0,0.0,0.0,0.0,,60.35,0.0
3376,3377.0,26.0,Female,Mobile,17.52,3.0,0.0,2.0,1.0,0.0,0.0,1.0,48.27,0.0
3377,3378.0,32.0,Female,Tablet,21.78,16.0,11.0,8.0,,0.0,0.0,10.88,46.38,1.0
3378,3379.0,28.0,Male,Desktop,20.86,13.0,3.0,6.0,0.0,0.0,1.0,12.88,65.19,1.0
3379,3380.0,32.0,Male,Mobile,3.62,6.0,6.0,1.0,,0.0,0.0,1.0,24.95,0.0
3380,3381.0,42.0,Male,Desktop,14.97,13.0,7.0,7.0,1.0,1.0,1.0,12.18,20.27,1.0
3381,3382.0,24.0,Male,Desktop,30.0,13.0,6.0,6.0,0.0,1.0,1.0,15.73,20.8,1.0
3382,3383.0,24.0,Male,Mobile,17.8,13.0,13.0,9.0,1.0,1.0,1.0,18.5,25.96,1.0
3383,3384.0,42.0,Female,Mobile,17.19,11.0,2.0,5.0,0.0,1.0,1.0,25.96,17.69,1.0
3384,3385.0,18.0,Male,Desktop,14.43,15.0,8.0,5.0,0.0,0.0,1.0,11.28,41.14,1.0
3385,3386.0,26.0,Male,Mobile,3.95,7.0,2.0,3.0,1.0,0.0,1.0,1.0,73.51,0.0
3386,3387.0,32.0,Female,Desktop,18.99,12.0,10.0,4.0,0.0,1.0,1.0,18.2,40.51,1.0
3387,3388.0,27.0,Male,Mobile,16.26,1.0,0.0,2.0,0.0,0.0,0.0,5.29,42.58,0.0
3388,3389.0,37.0,Female,Mobile,19.91,12.0,5.0,6.0,1.0,1.0,1.0,19.47,34.86,1.0
3389,3390.0,34.0,Female,Mobile,12.45,4.0,0.0,4.0,1.0,1.0,,10.77,58.15,0.0
3390,3391.0,57.0,Male,Mobile,15.02,16.0,6.0,8.0,1.0,0.0,1.0,21.27,7.39,1.0
3391,3392.0,29.0,Male,Desktop,13.53,3.0,6.0,0.0,0.0,0.0,0.0,3.69,59.63,0.0
3392,3393.0,42.0,Male,Desktop,16.73,2.0,4.0,3.0,0.0,0.0,0.0,5.54,59.72,0.0
3393,3394.0,24.0,Female,Mobile,19.47,10.0,9.0,4.0,0.0,1.0,1.0,14.76,25.09,1.0
3394,3395.0,25.0,Female,Mobile,1.02,7.0,6.0,0.0,0.0,0.0,0.0,6.8,73.19,0.0
3395,3396.0,34.0,Female,Mobile,18.18,5.0,5.0,0.0,0.0,1.0,0.0,5.47,50.81,0.0
3396,3397.0,28.0,Male,Mobile,5.28,8.0,3.0,3.0,0.0,0.0,1.0,5.26,64.46,0.0
3397,3398.0,,Female,Tablet,11.94,7.0,2.0,0.0,1.0,0.0,0.0,3.45,67.88,0.0
3398,3399.0,30.0,Female,Tablet,20.15,16.0,8.0,7.0,1.0,0.0,0.0,22.5,38.89,1.0
3399,3400.0,36.0,Male,Mobile,15.4,2.0,4.0,4.0,1.0,1.0,0.0,10.55,93.29,0.0
3400,3401.0,38.0,Female,Tablet,20.35,12.0,8.0,8.0,1.0,0.0,1.0,12.47,32.75,1.0
3401,3402.0,32.0,Female,Desktop,15.75,19.0,6.0,4.0,1.0,1.0,1.0,9.99,17.39,1.0
3402,3403.0,47.0,Male,Mobile,10.26,1.0,5.0,0.0,0.0,1.0,0.0,4.07,84.97,0.0
3403,3404.0,24.0,Male,Mobile,11.89,11.0,6.0,7.0,1.0,1.0,1.0,24.77,32.21,1.0
3404,3405.0,38.0,Female,Desktop,12.29,6.0,8.0,5.0,0.0,1.0,1.0,10.54,73.13,0.0
3405,3406.0,23.0,Male,Mobile,17.24,3.0,2.0,3.0,1.0,0.0,0.0,15.98,49.8,0.0
3406,3407.0,36.0,Female,Mobile,12.7,2.0,8.0,2.0,0.0,0.0,0.0,1.0,99.0,0.0
3407,3408.0,41.0,Female,Mobile,9.63,7.0,4.0,3.0,0.0,1.0,1.0,13.95,73.23,0.0
3408,3409.0,22.0,Female,Mobile,13.2,7.0,10.0,7.0,0.0,0.0,1.0,15.31,1.56,1.0
3409,3410.0,39.0,Male,Mobile,13.72,7.0,10.0,,0.0,0.0,1.0,14.18,47.36,1.0
3410,3411.0,19.0,Male,Tablet,14.95,11.0,10.0,5.0,,1.0,0.0,18.11,27.79,1.0
3411,3412.0,29.0,Female,Mobile,24.58,13.0,11.0,4.0,1.0,0.0,1.0,18.44,10.49,1.0
3412,3413.0,37.0,Male,Mobile,17.85,8.0,6.0,2.0,1.0,0.0,1.0,20.41,1.0,1.0
3413,3414.0,31.0,Male,Mobile,10.76,13.0,7.0,9.0,1.0,1.0,1.0,7.51,50.21,1.0
3414,3415.0,47.0,Male,Mobile,15.12,3.0,3.0,1.0,0.0,0.0,0.0,11.15,85.47,0.0
3415,3416.0,34.0,Male,Mobile,5.58,7.0,1.0,0.0,0.0,0.0,1.0,2.95,89.54,0.0
3416,3417.0,38.0,Female,Mobile,15.05,9.0,5.0,5.0,1.0,0.0,0.0,10.0,32.78,1.0
3417,3418.0,42.0,Male,Mobile,7.56,7.0,4.0,1.0,0.0,1.0,0.0,1.0,73.82,0.0
3418,3419.0,29.0,Female,Mobile,20.08,12.0,13.0,4.0,1.0,1.0,1.0,22.05,8.3,1.0
3419,,34.0,Female,Desktop,15.65,15.0,6.0,4.0,0.0,1.0,0.0,14.36,16.56,1.0
3420,3421.0,26.0,Male,Mobile,10.63,6.0,1.0,1.0,0.0,0.0,0.0,6.75,94.94,0.0
3421,3422.0,18.0,Male,Mobile,1.0,3.0,0.0,2.0,0.0,1.0,1.0,12.1,83.69,0.0
3422,3423.0,35.0,Female,Mobile,6.51,6.0,0.0,2.0,0.0,0.0,1.0,5.85,42.8,0.0
3423,3424.0,29.0,Male,Desktop,18.04,11.0,,5.0,0.0,1.0,1.0,1.0,29.11,1.0
3424,3425.0,,Male,Tablet,13.66,5.0,3.0,2.0,1.0,0.0,0.0,8.43,67.69,0.0
3425,3426.0,43.0,Female,Tablet,16.94,3.0,3.0,3.0,0.0,0.0,0.0,1.64,68.67,0.0
3426,3427.0,35.0,Male,Desktop,14.25,8.0,5.0,3.0,1.0,1.0,0.0,8.57,38.53,0.0
3427,3428.0,33.0,Female,Mobile,14.95,2.0,8.0,1.0,0.0,0.0,0.0,6.71,58.96,0.0
3428,3429.0,20.0,Male,Mobile,7.41,6.0,,0.0,0.0,0.0,0.0,6.58,73.42,0.0
3429,3430.0,18.0,Female,Desktop,12.73,2.0,6.0,0.0,0.0,,1.0,,73.19,0.0
3430,3431.0,37.0,Female,Desktop,9.95,5.0,7.0,,1.0,1.0,0.0,1.0,68.76,0.0
3431,3432.0,48.0,Female,Desktop,10.93,7.0,4.0,0.0,0.0,0.0,1.0,6.87,59.19,0.0
3432,3433.0,38.0,Male,Tablet,14.79,4.0,3.0,3.0,1.0,1.0,1.0,14.46,72.87,0.0
3433,3434.0,31.0,Male,Mobile,,16.0,4.0,9.0,1.0,1.0,1.0,14.57,46.42,1.0
3434,3435.0,51.0,Female,Mobile,8.05,1.0,4.0,0.0,0.0,0.0,0.0,3.62,78.97,0.0
3435,3436.0,27.0,Male,Tablet,25.25,18.0,6.0,8.0,1.0,,,,1.0,1.0
3436,3437.0,41.0,Male,Mobile,20.11,9.0,10.0,5.0,1.0,1.0,1.0,23.97,30.5,1.0
3437,3438.0,27.0,Female,Mobile,8.9,5.0,2.0,2.0,0.0,0.0,,2.54,87.83,0.0
3438,3439.0,55.0,Female,Mobile,11.42,4.0,3.0,2.0,1.0,0.0,0.0,5.46,55.24,0.0
3439,3440.0,40.0,Male,Mobile,14.16,3.0,0.0,0.0,0.0,1.0,0.0,3.07,74.26,0.0
3440,3441.0,18.0,Female,Mobile,20.61,7.0,10.0,7.0,1.0,1.0,0.0,28.03,,1.0
3441,3442.0,,Male,Mobile,6.65,1.0,2.0,0.0,0.0,1.0,,4.44,,0.0
3442,3443.0,38.0,Male,Mobile,13.32,15.0,,4.0,0.0,1.0,0.0,19.65,26.01,1.0
3443,3444.0,25.0,Female,Desktop,16.25,5.0,5.0,1.0,0.0,,1.0,12.21,70.26,0.0
3444,3445.0,54.0,Female,Mobile,8.96,2.0,0.0,5.0,0.0,0.0,1.0,1.0,84.53,0.0
3445,3446.0,18.0,Male,Desktop,7.44,4.0,7.0,0.0,,0.0,0.0,1.0,77.73,0.0
3446,3447.0,49.0,Female,Tablet,12.69,5.0,0.0,0.0,0.0,0.0,1.0,1.11,61.0,0.0
3447,3448.0,40.0,Female,Mobile,7.03,1.0,5.0,4.0,0.0,0.0,1.0,4.06,62.04,0.0
3448,3449.0,36.0,Female,Mobile,9.92,7.0,5.0,2.0,0.0,1.0,1.0,11.48,69.52,0.0
3449,3450.0,33.0,Female,Mobile,17.34,7.0,9.0,6.0,1.0,0.0,0.0,23.72,40.18,1.0
3450,3451.0,21.0,Female,Mobile,14.93,11.0,7.0,7.0,1.0,1.0,1.0,10.29,7.18,1.0
3451,3452.0,42.0,Female,Mobile,7.96,8.0,2.0,0.0,0.0,0.0,0.0,3.98,66.22,0.0
3452,3453.0,26.0,Female,Mobile,9.09,13.0,7.0,0.0,0.0,0.0,0.0,1.47,63.23,0.0
3453,3454.0,42.0,Female,Desktop,10.63,13.0,5.0,3.0,1.0,1.0,1.0,25.73,55.22,1.0
3454,3455.0,37.0,Male,Mobile,1.0,5.0,1.0,6.0,0.0,0.0,1.0,1.0,99.0,0.0
3455,3456.0,27.0,Male,Mobile,21.95,13.0,14.0,7.0,1.0,0.0,0.0,17.68,37.88,1.0
3456,3457.0,31.0,Female,Mobile,11.9,13.0,6.0,9.0,1.0,0.0,0.0,18.88,44.04,1.0
3457,3458.0,34.0,Male,Mobile,7.78,6.0,6.0,3.0,0.0,1.0,0.0,19.72,96.46,0.0
3458,,29.0,Male,Mobile,5.92,3.0,4.0,2.0,0.0,0.0,1.0,6.72,61.01,0.0
3459,3460.0,35.0,Female,Mobile,8.64,4.0,5.0,4.0,1.0,1.0,0.0,20.12,76.15,0.0
3460,3461.0,34.0,Female,Desktop,27.78,,6.0,6.0,1.0,1.0,0.0,20.97,53.84,1.0
3461,3462.0,35.0,Female,Mobile,18.9,9.0,8.0,7.0,1.0,1.0,1.0,23.51,21.54,1.0
3462,3463.0,44.0,Male,Tablet,7.71,7.0,3.0,2.0,1.0,1.0,0.0,10.53,80.27,0.0
3463,3464.0,28.0,Female,Tablet,15.07,9.0,6.0,1.0,0.0,0.0,1.0,1.0,77.82,0.0
3464,3465.0,41.0,Female,Desktop,16.84,17.0,10.0,6.0,0.0,0.0,1.0,19.94,10.89,1.0
3465,3466.0,36.0,Male,Desktop,16.35,8.0,7.0,5.0,0.0,0.0,0.0,12.72,65.3,0.0
3466,,39.0,Male,Mobile,25.29,16.0,2.0,3.0,1.0,1.0,1.0,28.23,18.45,1.0
3467,3468.0,39.0,Male,Mobile,4.56,1.0,2.0,1.0,0.0,0.0,1.0,1.0,79.73,0.0
3468,3469.0,54.0,Male,Desktop,7.12,5.0,0.0,0.0,0.0,0.0,0.0,1.0,66.38,0.0
3469,3470.0,35.0,Female,Desktop,19.11,7.0,10.0,7.0,0.0,1.0,1.0,27.56,44.18,1.0
